"SiteID","Date","bap","Families"
"42.84583_-74.0125","2005-08-18",6.23,"Capniidae,Chironomidae,Corydalidae,Elmidae,Empididae,Glossosomatidae,Goeridae,Hydropsychidae,Perlidae,Psephenidae,Tipulidae"
"42.85417_-74.72916","1995-07-03",7.31,"Baetidae,Chironomidae,Curculionidae,Elmidae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,Leuctridae,Nemouridae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.86201_-76.1499","2011-09-02",6.84,"Aeshnidae,Athericidae,Baetidae,Chironomidae,Corydalidae,Dryopidae,Elmidae,Empididae,Hydropsychidae,Perlidae,Tipulidae"
"42.8669_-73.9022","2005-07-14",6.38,"Athericidae,Baetidae,Caenidae,Cambaridae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae"
"42.87028_-73.90639","2010-07-29",6.24,"Aeshnidae,Amphipoda,Ancylidae,Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,OLIGOCHAETA,Polycentropodidae,Simuliidae,Tipulidae,Uenoidae"
"42.87667_-75.50457","2013-08-29",6.75,"Aeshnidae,Baetidae,Cambaridae,Chironomidae,Elmidae,Empididae,Hirudinea,Hydropsychidae,Lymnaeidae,Philopotamidae,Physidae,Psephenidae,Simuliidae,Tipulidae,Turbellaria"
"42.8948_-76.69725","2011-09-01",7.18,"Aeshnidae,Amphipoda,Athericidae,Baetidae,Calopterygidae,Chironomidae,Corydalidae,Elmidae,Helicopsychidae,Hydropsychidae,Tipulidae"
"42.89521_-74.470803","2015-09-02",6.35,"Aeshnidae,Amphipoda,Asellidae,Baetidae,Chironomidae,Elmidae,Hydropsychidae,Hydroptilidae,Leptophlebiidae,Lymnaeidae,Physidae,Psephenidae,Tipulidae"
"42.91794_-73.51395","2012-07-05",6.85,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Philopotamidae,Psychomyiidae,Simuliidae,Tipulidae"
"42.9223_-78.42397","2015-08-04",6.13,"Aeshnidae,Ancylidae,Athericidae,Baetidae,Caenidae,Calopterygidae,Cambaridae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae,Turbellaria"
"42.93278_-74.21611","2005-08-16",7.29,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae"
"42.96167_-74.17333","2014-07-20",6.88,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"42.96886_-74.40778","2010-07-29",7.24,"Baetidae,Chironomidae,Chloroperlidae,Curculionidae,Dixidae,Dryopidae,Elmidae,Empididae,Hydropsychidae,Leuctridae,Perlidae,Philopotamidae,Simuliidae,Tipulidae"
"42.97_-73.87972","2005-09-21",6.71,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Heptageniidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae"
"42.97278_-74.84084","2005-08-16",6.02,"Aeshnidae,Chironomidae,Corydalidae,Elmidae,Empididae,Heptageniidae,Odontoceridae,Perlidae,Philopotamidae,Psephenidae,Tabanidae,Tipulidae"
"42.97583_-73.84834","2007-09-05",7.35,"Athericidae,Baetidae,Caenidae,Cambaridae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.98047_-77.40939","2011-08-31",6.04,"Aeshnidae,Amphipoda,Athericidae,Baetidae,Chironomidae,Corydalidae,Dryopidae,Elmidae,Hydropsychidae,Psephenidae,Simuliidae,Tipulidae,Turbellaria"
"42.985_-73.38028","2012-07-05",6.16,"Amphipoda,Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Perlidae,Tipulidae"
"42.99389_-74.12473","2005-08-16",6.12,"Aeshnidae,Baetidae,Cambaridae,Chironomidae,Corydalidae,Elmidae,Heptageniidae,Hydropsychidae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Psephenidae,Psychomyiidae,Sialidae,Turbellaria"
"43.01557_-78.0802","2012-09-19",6.73,"Aeshnidae,Amphipoda,Athericidae,Baetidae,Chironomidae,Elmidae,Hydropsychidae,Pelecypoda,Simuliidae,Tipulidae,Turbellaria"
"43.01861_-73.82639","2012-07-24",6.91,"Athericidae,Baetidae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Odontoceridae,Philopotamidae,Psephenidae,Tipulidae"
"43.024833_-75.106771","2015-08-20",7.33,"Athericidae,Baetidae,Chironomidae,Elmidae,Glossosomatidae,Heptageniidae,Isonychiidae,Leuctridae,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Turbellaria"
"43.0256_-74.5786","2005-08-16",6.93,"Chironomidae,Chloroperlidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Pelecypoda,Peltoperlidae,Perlidae,Philopotamidae,Polycentropodidae,Psephenidae,Rhyacophilidae,Tipulidae"
"43.03028_-76.01334","1996-07-17",6.46,"Baetidae,Caenidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Perlidae,Rhyacophilidae,Tipulidae"
"43.03417_-74.29889","2005-08-03",7.31,"Athericidae,Baetidae,Chironomidae,Chloroperlidae,Elmidae,Empididae,Heptageniidae,Hydropsychidae,Nemouridae,OLIGOCHAETA,Perlodidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.03583_-75.39028","2005-08-17",7.15,"Athericidae,Baetidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Isonychiidae,OLIGOCHAETA,Perlidae,Rhyacophilidae,Sialidae,Tipulidae"
"43.04975_-73.80416","2007-07-26",7.43,"Athericidae,Baetidae,Cambaridae,Chironomidae,Elmidae,Glossosomatidae,Leuctridae,OLIGOCHAETA,Pelecypoda,Perlidae,Rhyacophilidae,Tipulidae"
"43.05778_-74.76389","1996-08-14",7.02,"Athericidae,Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"43.06722_-74.06722","2005-08-16",5.28,"Aeshnidae,Ancylidae,Baetidae,Calopterygidae,Chironomidae,Corydalidae,Elmidae,Gomphidae,Heptageniidae,OLIGOCHAETA,Perlidae,Tabanidae,Tipulidae"
"43.0695_-73.82728","2007-07-26",6.74,"Aeshnidae,Baetidae,Cambaridae,Chironomidae,Chironomus,Elmidae,Empididae,Hydropsychidae,OLIGOCHAETA,Perlidae,Simuliidae,Tabanidae"
"43.0775_-73.34389","2001-09-06",6.61,"Athericidae,Baetidae,Chironomidae,Elmidae,Empididae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Perlidae,Perlodidae,Philopotamidae,Rhyacophilidae"
"43.08861_-73.82639","2007-07-26",6.4,"Aeshnidae,Ancylidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Hirudinea,Hydropsychidae,OLIGOCHAETA,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"43.08883_-78.06738","2012-09-18",5.71,"Aeshnidae,Amphipoda,Athericidae,Calopterygidae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,Pelecypoda,Simuliidae,Tipulidae"
"43.09945_-74.70278","2005-08-16",5.86,"Aeshnidae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Perlidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae,Turbellaria"
"43.10028_-73.84055","2007-07-26",5.73,"Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Leuctridae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.1022_-73.81597","2007-07-26",6.96,"Chironomidae,Elmidae,Ephemerellidae,Hydropsychidae,Isonychiidae,Leuctridae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"43.10222_-73.29972","2008-07-14",7.07,"Brachycentridae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Philopotamidae,Physidae,Pteronarcidae,Tipulidae"
"43.1173_-73.2926","2012-07-05",7.27,"Baetidae,Brachycentridae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,OLIGOCHAETA,Perlidae,Philopotamidae,Simuliidae,Tipulidae"
"43.1586_-74.4871","2010-07-28",6.91,"Aeshnidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Hydropsychidae,Lepidostomatidae,Leuctridae,Limnephilidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.18167_-74.35889","2001-08-01",7.32,"Baetidae,Chironomidae,Elmidae,Glossosomatidae,Heptageniidae,Perlidae,Philopotamidae,Rhyacophilidae,Tipulidae"
"43.1825_-73.72222","2007-07-10",6.9,"Ancylidae,Athericidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Glossosomatidae,Hydropsychidae,Perlidae,Psephenidae,Tipulidae"
"43.18722_-73.69889","2012-07-05",6.88,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.19083_-74.68056","2005-08-17",7.36,"Athericidae,Chironomidae,Chloroperlidae,Elmidae,Empididae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Peltoperlidae,Perlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.20861_-73.790895","2012-07-02",5.99,"Aeshnidae,Athericidae,Chironomidae,Corydalidae,Elmidae,Gyrinidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,OLIGOCHAETA,Philopotamidae,Tipulidae"
"43.223606_-75.289404","2015-08-18",7.37,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Psychomyiidae,Rhyacophilidae,Tipulidae"
"43.22417_-75.80833","2006-07-26",6.77,"Aeshnidae,Chironomidae,Corydalidae,Elmidae,Empididae,Isonychiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Psychomyiidae,Tipulidae"
"43.23583_-73.62805","2012-07-05",5.74,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Gomphidae,Hydropsychidae,Philopotamidae,Psephenidae,Tipulidae"
"43.24389_-73.83417","2006-07-12",6.73,"Brachycentridae,Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae"
"43.2514_-74.5165","2001-09-18",6.9,"Baetidae,Cambaridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Sialidae,Simuliidae,Tipulidae"
"43.273_-76.035","2011-09-21",5.19,"Aeshnidae,Athericidae,Chironomidae,Corydalidae,Elmidae,Empididae,Heptageniidae,Hydropsychidae,Perlidae,Philopotamidae,Psephenidae,Ptilodactylidae,Tipulidae"
"43.28417_-75.17056","2000-08-22",6.81,"Baetidae,Chironomidae,Elmidae,Heptageniidae,Peltoperlidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"43.29028_-75.66417","2006-07-27",6.98,"Baetidae,Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Isonychiidae,Lepidostomatidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"43.30361_-75.46555","2005-08-16",6.84,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Glossosomatidae,Hydroptilidae,Leptophlebiidae,Perlidae,Polycentropodidae,Psephenidae"
"43.30528_-74.94278","2005-08-17",6.86,"Aeshnidae,Athericidae,Baetidae,Chironomidae,Elmidae,Heptageniidae,Peltoperlidae,Perlidae,Rhyacophilidae,Simuliidae,Tipulidae,Turbellaria"
"43.33278_-73.65278","2001-09-05",7,"Aeshnidae,Amphipoda,Baetidae,Chironomidae,Chironomus,Corydalidae,Elmidae,Heptageniidae,Hirudinea,Hydropsychidae,OLIGOCHAETA,Perlidae"
"43.3717_-74.0854","2001-08-01",6.59,"Baetidae,Chironomidae,Chloroperlidae,Hydropsychidae,Lepidostomatidae,Leptophlebiidae,Leuctridae,Nemouridae,Polycentropodidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.3834_-73.6047","1999-09-23",5.62,"Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Simuliidae,Tipulidae"
"43.39556_-74.86","2006-08-09",7.28,"Aeshnidae,Athericidae,Baetidae,Baetiscidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Hydropsychidae,Leptohyphidae,Perlidae,Philopotamidae"
"43.405575_-73.577497","2013-08-13",6.69,"Aeshnidae,Amphipoda,Baetidae,Chironomidae,Coenagrionidae,Corydalidae,Elmidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Simuliidae,Tipulidae"
"43.41481_-75.17245","2007-09-25",7.44,"Baetidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Glossosomatidae,Hydropsychidae,Odontoceridae,Perlidae,Perlodidae,Rhyacophilidae,Simuliidae"
"43.41833_-73.71083","1999-09-22",7.23,"Baetidae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,OLIGOCHAETA,Perlodidae,Rhyacophilidae,Tipulidae"
"43.436_-75.89","2011-09-21",7.4,"Aeshnidae,Athericidae,Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Uenoidae"
"43.43639_-73.71917","2013-08-13",7.38,"Baetidae,Chironomidae,Corydalidae,Elmidae,OLIGOCHAETA,Perlidae,Perlodidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.45067_-75.01492","2007-09-25",7.3,"Aeshnidae,Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Perlidae,Philopotamidae,Psephenidae,Pteronarcidae,Tipulidae,Turbellaria"
"43.45667_-75.00417","2014-08-01",5.65,"Aeshnidae,Cambaridae,Capniidae,Chironomidae,Cordulegastridae,Corydalidae,Elmidae,Ephemerellidae,Hydropsychidae,Hydroptilidae,Leuctridae,Simuliidae,Tipulidae"
"43.45917_-74.22833","2006-07-11",6.18,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Leptophlebiidae,Perlidae,Philopotamidae"
"43.47167_-73.78361","2006-07-13",7.21,"Aeshnidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Lepidostomatidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.482507_-73.694585","2013-08-13",6.8,"Baetidae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Heptageniidae,Leuctridae,OLIGOCHAETA,Perlodidae,Philopotamidae,Psephenidae,Tipulidae"
"43.49123_-73.77068","2012-07-02",7.11,"Amphipoda,Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Hydroptilidae,Leptoceridae,Leptohyphidae,OLIGOCHAETA,Perlidae,Philopotamidae,Polycentropodidae,Uenoidae"
"43.5014_-74.3108","2011-08-17",5.81,"Chironomidae,Chloroperlidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Hydropsychidae,Leuctridae,OLIGOCHAETA,Perlodidae,Tipulidae"
"43.51194_-75.31944","2012-07-10",5.88,"Amphipoda,Baetidae,Brachycentridae,Chironomidae,Elmidae,Glossosomatidae,Heptageniidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"43.52194_-75.34528","2012-07-10",6.51,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"43.53695_-73.66778","2003-08-21",7.28,"Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Hydroptilidae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae"
"43.54694_-76.04417","2015-07-22",6.57,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Heptageniidae,Perlidae,Psychomyiidae,Rhyacophilidae,Simuliidae"
"43.549348_-76.000029","2015-07-22",7.11,"Baetidae,Chironomidae,Elmidae,Heptageniidae,Isonychiidae,Lepidostomatidae,Leptophlebiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"43.556_-73.992","2012-07-02",6.38,"Aeshnidae,Baetidae,Chironomidae,Nemouridae,OLIGOCHAETA,Philopotamidae,Pteronarcidae,Rhyacophilidae,Tipulidae"
"43.55986_-74.90392","2007-09-25",6.16,"Aeshnidae,Athericidae,Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,OLIGOCHAETA,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.56306_-74.3075","2006-07-11",5.71,"Aeshnidae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,OLIGOCHAETA,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae"
"43.56667_-73.26195","2013-08-13",7.39,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Perlidae,Psephenidae,Tipulidae"
"43.57028_-76.14083","2015-07-22",7,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Physidae,Simuliidae"
"43.57539_-75.13558","2007-09-25",6.88,"Baetidae,Chironomidae,Chloroperlidae,Cordulegastridae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Perlidae,Philopotamidae,Simuliidae,Tipulidae"
"43.5825_-74.40667","2006-07-11",5.83,"Baetidae,Brachycentridae,Caenidae,Chironomidae,Coenagrionidae,Elmidae,Empididae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Philopotamidae,Simuliidae"
"43.63667_-75.30139","2014-07-31",6.26,"Aeshnidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Goeridae,Leuctridae,Nemouridae,Perlodidae,Rhyacophilidae,Simuliidae,Tipulidae"
"43.6425_-74.95472","2012-07-10",6.8,"Ancylidae,Baetidae,Baetiscidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Hydropsychidae,Isonychiidae,Leptoceridae,Leptohyphidae,Leptophlebiidae,Perlidae,Philopotamidae"
